namespace label|resource label|namespace|resource uri|parent uri
dbo|boxing league|http://dbpedia.org/ontology/|http://dbpedia.org/ontology/BoxingLeague|http://dbpedia.org/ontology/SportsLeague
dbo|brain|http://dbpedia.org/ontology/|http://dbpedia.org/ontology/Brain|http://dbpedia.org/ontology/AnatomicalStructure
dbo|brewery|http://dbpedia.org/ontology/|http://dbpedia.org/ontology/Brewery|http://dbpedia.org/ontology/Company
dbo|bridge|http://dbpedia.org/ontology/|http://dbpedia.org/ontology/Bridge|http://dbpedia.org/ontology/RouteOfTransportation
dbo|British royalty|http://dbpedia.org/ontology/|http://dbpedia.org/ontology/BritishRoyalty|http://dbpedia.org/ontology/Royalty
dbo|broadcast network|http://dbpedia.org/ontology/|http://dbpedia.org/ontology/BroadcastNetwork|http://dbpedia.org/ontology/Broadcaster
dbo|broadcaster|http://dbpedia.org/ontology/|http://dbpedia.org/ontology/Broadcaster|http://dbpedia.org/ontology/Organisation
dbo|brown dwarf|http://dbpedia.org/ontology/|http://dbpedia.org/ontology/BrownDwarf|http://dbpedia.org/ontology/Star
dbo|browser|http://dbpedia.org/ontology/|http://dbpedia.org/ontology/Browser|http://www.w3.org/2002/07/owl#Thing
dbo|building|http://dbpedia.org/ontology/|http://dbpedia.org/ontology/Building|http://dbpedia.org/ontology/ArchitecturalStructure
dbo|bullfighter|http://dbpedia.org/ontology/|http://dbpedia.org/ontology/BullFighter|http://dbpedia.org/ontology/Athlete
dbo|bus company|http://dbpedia.org/ontology/|http://dbpedia.org/ontology/BusCompany|http://dbpedia.org/ontology/PublicTransitSystem
dbo|businessperson|http://dbpedia.org/ontology/|http://dbpedia.org/ontology/BusinessPerson|http://dbpedia.org/ontology/Person
dbo|camera|http://dbpedia.org/ontology/|http://dbpedia.org/ontology/Camera|http://dbpedia.org/ontology/Device
dbo|liga de fútbol canadiense|http://dbpedia.org/ontology/|http://dbpedia.org/ontology/CanadianFootballLeague|http://dbpedia.org/ontology/SportsLeague
dbo|canadian football Player|http://dbpedia.org/ontology/|http://dbpedia.org/ontology/CanadianFootballPlayer|http://dbpedia.org/ontology/GridironFootballPlayer
dbo|canadian football Team|http://dbpedia.org/ontology/|http://dbpedia.org/ontology/CanadianFootballTeam|http://dbpedia.org/ontology/SportsTeam
dbo|canal|http://dbpedia.org/ontology/|http://dbpedia.org/ontology/Canal|http://dbpedia.org/ontology/Stream
dbo|canoeist|http://dbpedia.org/ontology/|http://dbpedia.org/ontology/Canoeist|http://dbpedia.org/ontology/Athlete
dbo|canton|http://dbpedia.org/ontology/|http://dbpedia.org/ontology/Canton|http://dbpedia.org/ontology/GovernmentalAdministrativeRegion
dbo|cape|http://dbpedia.org/ontology/|http://dbpedia.org/ontology/Cape|http://dbpedia.org/ontology/NaturalPlace
dbo|capital|http://dbpedia.org/ontology/|http://dbpedia.org/ontology/Capital|http://dbpedia.org/ontology/City
dbo|Capital of region|http://dbpedia.org/ontology/|http://dbpedia.org/ontology/CapitalOfRegion|http://dbpedia.org/ontology/City
dbo|card game|http://dbpedia.org/ontology/|http://dbpedia.org/ontology/CardGame|http://dbpedia.org/ontology/Game
dbo|cardinal|http://dbpedia.org/ontology/|http://dbpedia.org/ontology/Cardinal|http://dbpedia.org/ontology/Cleric
dbo|Cardinal direction|http://dbpedia.org/ontology/|http://dbpedia.org/ontology/CardinalDirection|http://dbpedia.org/ontology/TopicalConcept
dbo|career station|http://dbpedia.org/ontology/|http://dbpedia.org/ontology/CareerStation|http://dbpedia.org/ontology/TimePeriod
dbo|cartoon|http://dbpedia.org/ontology/|http://dbpedia.org/ontology/Cartoon|http://dbpedia.org/ontology/work
dbo|case|http://dbpedia.org/ontology/|http://dbpedia.org/ontology/Case|http://dbpedia.org/ontology/UnitOfWork
dbo|casino|http://dbpedia.org/ontology/|http://dbpedia.org/ontology/Casino|http://dbpedia.org/ontology/Building
dbo|castle|http://dbpedia.org/ontology/|http://dbpedia.org/ontology/Castle|http://dbpedia.org/ontology/Building
dbo|cat|http://dbpedia.org/ontology/|http://dbpedia.org/ontology/Cat|http://dbpedia.org/ontology/Mammal
dbo|caterer|http://dbpedia.org/ontology/|http://dbpedia.org/ontology/Caterer|http://dbpedia.org/ontology/Company
dbo|cave|http://dbpedia.org/ontology/|http://dbpedia.org/ontology/Cave|http://dbpedia.org/ontology/NaturalPlace
dbo|celestial body|http://dbpedia.org/ontology/|http://dbpedia.org/ontology/CelestialBody|http://dbpedia.org/ontology/Place
dbo|cemetery|http://dbpedia.org/ontology/|http://dbpedia.org/ontology/Cemetery|http://dbpedia.org/ontology/Place
dbo|chancellor|http://dbpedia.org/ontology/|http://dbpedia.org/ontology/Chancellor|http://dbpedia.org/ontology/Politician
dbo|Place in the Music Charts|http://dbpedia.org/ontology/|http://dbpedia.org/ontology/ChartsPlacements|http://www.w3.org/2002/07/owl#Thing
dbo|cheese|http://dbpedia.org/ontology/|http://dbpedia.org/ontology/Cheese|http://dbpedia.org/ontology/Food
dbo|chef|http://dbpedia.org/ontology/|http://dbpedia.org/ontology/Chef|http://dbpedia.org/ontology/Person
dbo|chemical compound|http://dbpedia.org/ontology/|http://dbpedia.org/ontology/ChemicalCompound|http://dbpedia.org/ontology/ChemicalSubstance
dbo|chemical element|http://dbpedia.org/ontology/|http://dbpedia.org/ontology/ChemicalElement|http://dbpedia.org/ontology/ChemicalSubstance
dbo|chemical substance|http://dbpedia.org/ontology/|http://dbpedia.org/ontology/ChemicalSubstance|http://www.w3.org/2002/07/owl#Thing
dbo|chess player|http://dbpedia.org/ontology/|http://dbpedia.org/ontology/ChessPlayer|http://dbpedia.org/ontology/Athlete
dbo|Christian Bishop|http://dbpedia.org/ontology/|http://dbpedia.org/ontology/ChristianBishop|http://dbpedia.org/ontology/Cleric
dbo|Christian Doctrine|http://dbpedia.org/ontology/|http://dbpedia.org/ontology/ChristianDoctrine|http://dbpedia.org/ontology/TheologicalConcept
dbo|Christian Patriarch|http://dbpedia.org/ontology/|http://dbpedia.org/ontology/ChristianPatriarch|http://dbpedia.org/ontology/Cleric
dbo|church|http://dbpedia.org/ontology/|http://dbpedia.org/ontology/Church|http://dbpedia.org/ontology/ReligiousBuilding
dbo|cinema (movie theater)|http://dbpedia.org/ontology/|http://dbpedia.org/ontology/Cinema|http://dbpedia.org/ontology/Venue
dbo|cipher|http://dbpedia.org/ontology/|http://dbpedia.org/ontology/Cipher|http://www.w3.org/2002/07/owl#Thing
dbo|city|http://dbpedia.org/ontology/|http://dbpedia.org/ontology/City|http://dbpedia.org/ontology/Settlement
dbo|city district|http://dbpedia.org/ontology/|http://dbpedia.org/ontology/CityDistrict|http://dbpedia.org/ontology/Settlement
dbo|classical music artist|http://dbpedia.org/ontology/|http://dbpedia.org/ontology/ClassicalMusicArtist|http://dbpedia.org/ontology/MusicalArtist
dbo|classical music composition|http://dbpedia.org/ontology/|http://dbpedia.org/ontology/ClassicalMusicComposition|http://dbpedia.org/ontology/MusicalWork
dbo|cleric|http://dbpedia.org/ontology/|http://dbpedia.org/ontology/Cleric|http://dbpedia.org/ontology/Person
dbo|clerical administrative region|http://dbpedia.org/ontology/|http://dbpedia.org/ontology/ClericalAdministrativeRegion|http://dbpedia.org/ontology/انتظامی_علاقہ
dbo|clerical order|http://dbpedia.org/ontology/|http://dbpedia.org/ontology/ClericalOrder|http://dbpedia.org/ontology/ReligiousOrganisation
dbo|club moss|http://dbpedia.org/ontology/|http://dbpedia.org/ontology/ClubMoss|http://dbpedia.org/ontology/Plant
dbo|coach|http://dbpedia.org/ontology/|http://dbpedia.org/ontology/Coach|http://dbpedia.org/ontology/Person
dbo|coal pit|http://dbpedia.org/ontology/|http://dbpedia.org/ontology/CoalPit|http://dbpedia.org/ontology/Mine
dbo|collection of valuables|http://dbpedia.org/ontology/|http://dbpedia.org/ontology/CollectionOfValuables|http://dbpedia.org/ontology/Work
dbo|college|http://dbpedia.org/ontology/|http://dbpedia.org/ontology/College|http://dbpedia.org/ontology/EducationalInstitution && http://schema.org/CollegeOrUniversity
dbo|college coach|http://dbpedia.org/ontology/|http://dbpedia.org/ontology/CollegeCoach|http://dbpedia.org/ontology/Coach
dbo|colour|http://dbpedia.org/ontology/|http://dbpedia.org/ontology/Colour|http://www.w3.org/2002/07/owl#Thing
dbo|combination drug|http://dbpedia.org/ontology/|http://dbpedia.org/ontology/CombinationDrug|http://dbpedia.org/ontology/Drug
dbo|comedian|http://dbpedia.org/ontology/|http://dbpedia.org/ontology/Comedian|http://dbpedia.org/ontology/Artist
dbo|Comedy Group|http://dbpedia.org/ontology/|http://dbpedia.org/ontology/ComedyGroup|http://dbpedia.org/ontology/Group
dbo|comic|http://dbpedia.org/ontology/|http://dbpedia.org/ontology/Comic|http://dbpedia.org/ontology/WrittenWork
dbo|comic strip|http://dbpedia.org/ontology/|http://dbpedia.org/ontology/ComicStrip|http://dbpedia.org/ontology/Comic
dbo|comics character|http://dbpedia.org/ontology/|http://dbpedia.org/ontology/ComicsCharacter|http://dbpedia.org/ontology/FictionalCharacter
dbo|comics creator|http://dbpedia.org/ontology/|http://dbpedia.org/ontology/ComicsCreator|http://dbpedia.org/ontology/Artist
dbo|community|http://dbpedia.org/ontology/|http://dbpedia.org/ontology/Community|http://dbpedia.org/ontology/PopulatedPlace
dbo|company|http://dbpedia.org/ontology/|http://dbpedia.org/ontology/Company|http://purl.org/goodrelations/v1#BusinessEntity && http://dbpedia.org/ontology/Organisation
dbo|competition|http://dbpedia.org/ontology/|http://dbpedia.org/ontology/Competition|http://dbpedia.org/ontology/Event
dbo|Concentration camp|http://dbpedia.org/ontology/|http://dbpedia.org/ontology/ConcentrationCamp|http://dbpedia.org/ontology/Place
dbo|congressman|http://dbpedia.org/ontology/|http://dbpedia.org/ontology/Congressman|http://dbpedia.org/ontology/Politician
dbo|conifer|http://dbpedia.org/ontology/|http://dbpedia.org/ontology/Conifer|http://dbpedia.org/ontology/Plant
dbo|constellation|http://dbpedia.org/ontology/|http://dbpedia.org/ontology/Constellation|http://dbpedia.org/ontology/CelestialBody
dbo|contest|http://dbpedia.org/ontology/|http://dbpedia.org/ontology/Contest|http://dbpedia.org/ontology/Competition
dbo|continent|http://dbpedia.org/ontology/|http://dbpedia.org/ontology/Continent|http://dbpedia.org/ontology/PopulatedPlace
dbo|Controlled designation of origin wine|http://dbpedia.org/ontology/|http://dbpedia.org/ontology/ControlledDesignationOfOriginWine|http://dbpedia.org/ontology/Wine
dbo|convention|http://dbpedia.org/ontology/|http://dbpedia.org/ontology/Convention|http://dbpedia.org/ontology/SocietalEvent
dbo|conveyor system|http://dbpedia.org/ontology/|http://dbpedia.org/ontology/ConveyorSystem|http://dbpedia.org/ontology/On-SiteTransportation
dbo|country|http://dbpedia.org/ontology/|http://dbpedia.org/ontology/Country|http://dbpedia.org/ontology/PopulatedPlace
dbo|country estate|http://dbpedia.org/ontology/|http://dbpedia.org/ontology/CountrySeat|http://dbpedia.org/ontology/Place
dbo|COVID-19 pandemic|http://dbpedia.org/ontology/|http://dbpedia.org/ontology/Covid19|http://www.w3.org/2002/07/owl#Thing
dbo|crater|http://dbpedia.org/ontology/|http://dbpedia.org/ontology/Crater|http://dbpedia.org/ontology/NaturalPlace
dbo|cricket ground|http://dbpedia.org/ontology/|http://dbpedia.org/ontology/CricketGround|http://dbpedia.org/ontology/SportFacility
dbo|cricket league|http://dbpedia.org/ontology/|http://dbpedia.org/ontology/CricketLeague|http://dbpedia.org/ontology/SportsLeague
dbo|cricket team|http://dbpedia.org/ontology/|http://dbpedia.org/ontology/CricketTeam|http://dbpedia.org/ontology/SportsTeam
dbo|cricketer|http://dbpedia.org/ontology/|http://dbpedia.org/ontology/Cricketer|http://dbpedia.org/ontology/Athlete
dbo|criminal|http://dbpedia.org/ontology/|http://dbpedia.org/ontology/Criminal|http://dbpedia.org/ontology/Person
dbo|cross-country skier|http://dbpedia.org/ontology/|http://dbpedia.org/ontology/CrossCountrySkier|http://dbpedia.org/ontology/WinterSportPlayer
dbo|crustacean|http://dbpedia.org/ontology/|http://dbpedia.org/ontology/Crustacean|http://dbpedia.org/ontology/Animal
dbo|cultivar (cultivated variety)|http://dbpedia.org/ontology/|http://dbpedia.org/ontology/CultivatedVariety|http://dbpedia.org/ontology/Plant
dbo|curler|http://dbpedia.org/ontology/|http://dbpedia.org/ontology/Curler|http://dbpedia.org/ontology/WinterSportPlayer
dbo|curling league|http://dbpedia.org/ontology/|http://dbpedia.org/ontology/CurlingLeague|http://dbpedia.org/ontology/SportsLeague
dbo|currency|http://dbpedia.org/ontology/|http://dbpedia.org/ontology/Currency|http://www.w3.org/2002/07/owl#Thing
dbo|cycad|http://dbpedia.org/ontology/|http://dbpedia.org/ontology/Cycad|http://dbpedia.org/ontology/Plant
dbo|cycling competition|http://dbpedia.org/ontology/|http://dbpedia.org/ontology/CyclingCompetition|http://dbpedia.org/ontology/SportsEvent
dbo|cycling league|http://dbpedia.org/ontology/|http://dbpedia.org/ontology/CyclingLeague|http://dbpedia.org/ontology/SportsLeague
dbo|cycling race|http://dbpedia.org/ontology/|http://dbpedia.org/ontology/CyclingRace|http://dbpedia.org/ontology/Race
dbo|cycling team|http://dbpedia.org/ontology/|http://dbpedia.org/ontology/CyclingTeam|http://dbpedia.org/ontology/SportsTeam
dbo|cyclist|http://dbpedia.org/ontology/|http://dbpedia.org/ontology/Cyclist|http://dbpedia.org/ontology/Athlete
dbo|d bpedian|http://dbpedia.org/ontology/|http://dbpedia.org/ontology/DBpedian|http://dbpedia.org/ontology/Person
dbo|DTM racer|http://dbpedia.org/ontology/|http://dbpedia.org/ontology/DTMRacer|http://dbpedia.org/ontology/RacingDriver
dbo|dam|http://dbpedia.org/ontology/|http://dbpedia.org/ontology/Dam|http://dbpedia.org/ontology/Infrastructure
dbo|dancer|http://dbpedia.org/ontology/|http://dbpedia.org/ontology/Dancer|http://dbpedia.org/ontology/Artist
dbo|darts player|http://dbpedia.org/ontology/|http://dbpedia.org/ontology/DartsPlayer|http://dbpedia.org/ontology/Athlete
dbo|database|http://dbpedia.org/ontology/|http://dbpedia.org/ontology/Database|http://www.ontologydesignpatterns.org/ont/dul/DUL.owl#InformationObject && http://dbpedia.org/ontology/Work
dbo|deanery|http://dbpedia.org/ontology/|http://dbpedia.org/ontology/Deanery|http://dbpedia.org/ontology/ClericalAdministrativeRegion
dbo|decoration|http://dbpedia.org/ontology/|http://dbpedia.org/ontology/Decoration|http://dbpedia.org/ontology/Award
dbo|deity|http://dbpedia.org/ontology/|http://dbpedia.org/ontology/Deity|http://dbpedia.org/ontology/Agent
dbo|demographics|http://dbpedia.org/ontology/|http://dbpedia.org/ontology/Demographics|http://www.w3.org/2002/07/owl#Thing
dbo|department|http://dbpedia.org/ontology/|http://dbpedia.org/ontology/Department|http://dbpedia.org/ontology/GovernmentalAdministrativeRegion
